Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
31260,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_MLE,2016,,,,,,,80.0 [80.0-80.1],80.0420428,79.98194724,80.10213836,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
115955,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_FMLE,2021,,,,,,,79.4 [79.4-79.5],79.39878959,79.38157561,79.48376787,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
162194,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_FMLE,2021,,,,,,,82.9 [82.9-82.9],82.85918032,82.85917696,82.92056694,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
164442,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,80.2 [80.1-80.2],80.15362426,80.09559425,80.21165428,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
178485,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,81.9 [81.9-82.0],81.92498871,81.86002774,81.98994969,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
238014,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,70.3 [70.3-70.4],70.30228895,70.26390471,70.38870809,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
252239,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,78.4 [78.4-78.5],78.42352941,78.36932508,78.47773374,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
327289,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,82.2 [82.1-82.3],82.20433624,82.14706316,82.26160933,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
327945,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_MLE,2019,,,,,,,80.5 [80.5-80.6],80.53744655,80.47319204,80.60170105,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
363121,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_FMLE,2021,,,,,,,82.0 [81.9-82.1],81.95119556,81.88730336,82.05249829,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
423967,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_MLE,2019,,,,,,,78.8 [78.8-78.9],78.7970393,78.77373218,78.89234068,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
542406,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_MLE,2021,,,,,,,80.0 [80.0-80.1],79.98630023,79.98376878,80.05420016,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
546403,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_FMLE,2019,,,,,,,81.5 [81.5-81.6],81.49692483,81.48471856,81.57138979,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
709332,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_FMLE,2018,,,,,,,81.4 [81.4-81.4],81.36355456,81.35243491,81.43148621,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
815702,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_FMLE,2019,,,,,,,85.2 [85.1-85.2],85.15298995,85.14012495,85.21237571,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
901129,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_FMLE,2016,,,,,,,82.9 [82.9-83.0],82.90991921,82.90152869,82.99431658,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
909421,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,82.7 [82.7-82.8],82.71380523,82.65764894,82.76996153,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1022370,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_BTSX,2018,,,,,,,75.1 [75.1-75.2],75.12257592,75.08914695,75.22175577,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1059065,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_BTSX,2018,,,,,,,82.4 [82.4-82.4],82.37708106,82.35865632,82.44119635,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1102568,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_BTSX,2021,,,,,,,79.6 [79.6-79.7],79.59785025,79.55212594,79.70438643,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1122596,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,80.8 [80.8-80.9],80.81837464,80.81303622,80.89692429,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1162407,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_BTSX,2019,,,,,,,82.5 [82.5-82.6],82.52902201,82.51924699,82.60143782,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1213417,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,84.9 [84.9-85.0],84.93946501,84.87988033,84.99904968,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1336641,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,71.5 [71.4-71.6],71.46308707,71.43179361,71.553884,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1379125,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,79.8 [79.7-79.8],79.7608926,79.69442059,79.8273646,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1488237,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,81.9 [81.9-81.9],81.87409035,81.87242621,81.93562009,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1492722,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_MLE,2016,,,,,,,78.4 [78.3-78.4],78.35184162,78.29090248,78.41278075,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1573051,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_BTSX,2016,,,,,,,81.1 [81.1-81.2],81.07460591,81.06591749,81.15579454,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1573929,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,80.1 [80.0-80.1],80.07545191,80.01999875,80.13090508,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1587804,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_BTSX,2018,,,,,,,81.1 [81.0-81.1],81.05191982,81.03218435,81.13752171,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1600415,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_FMLE,2017,,,,,,,84.0 [84.0-84.1],83.97663525,83.96360927,84.05890778,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1637635,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,71.4 [71.3-71.5],71.37523244,71.34219856,71.47587854,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1663922,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_BTSX,2017,,,,,,,81.2 [81.1-81.2],81.1512532,81.14193292,81.24014717,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1789729,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_FMLE,2021,,,,,,,84.7 [84.7-84.8],84.6861417,84.67028833,84.75544425,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1832369,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_FMLE,2018,,,,,,,84.8 [84.7-84.8],84.76618615,84.70769458,84.82467773,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1879456,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,81.9 [81.9-82.0],81.93997914,81.87594924,82.00400904,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1953231,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,79.3 [79.3-79.4],79.31605523,79.25286344,79.37924702,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2030794,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,78.0 [78.0-78.1],78.02010294,78.0030965,78.10347463,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2094657,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,80.8 [80.7-80.9],80.79637728,80.73700425,80.85575031,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2097029,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_FMLE,2019,,,,,,,79.2 [79.2-79.3],79.23492015,79.19655613,79.3452945,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2244934,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_FMLE,2016,,,,,,,84.9 [84.8-84.9],84.8666802,84.81324761,84.9201128,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2250313,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_MLE,2021,,,,,,,77.3 [77.2-77.4],77.25505569,77.20824878,77.3681215,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2273557,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,78.5 [78.5-78.6],78.49334594,78.46705489,78.57790546,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2308462,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,80.0 [79.9-80.1],80.00279151,79.94943386,80.05614915,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2322350,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,83.7 [83.7-83.7],83.66558927,83.65481959,83.73621297,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2330078,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_FMLE,2021,,,,,,,84.3 [84.3-84.4],84.32794663,84.32404501,84.39052955,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2357129,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,82.9 [82.9-83.0],82.88313138,82.86917937,82.96707673,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2410610,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_MLE,2016,,,,,,,80.7 [80.6-80.8],80.70357826,80.64777609,80.75938042,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2460857,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_BTSX,2019,,,,,,,81.4 [81.4-81.5],81.36750616,81.35017311,81.45218464,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2628137,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,80.4 [80.4-80.5],80.41608244,80.40602581,80.48665691,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2633170,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,79.1 [79.1-79.2],79.10148787,79.08049324,79.18044905,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2670044,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,83.1 [83.0-83.1],83.08185767,83.0242097,83.13950564,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2677603,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,80.4 [80.4-80.5],80.4259243,80.36720394,80.48464466,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2720257,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_BTSX,2016,,,,,,,80.7 [80.6-80.7],80.68537775,80.62820798,80.74254753,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2863603,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,79.4 [79.4-79.5],79.40611353,79.39924207,79.47882907,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2991390,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_BTSX,2021,,,,,,,81.9 [81.9-82.0],81.92274175,81.91157517,82.00027612,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2992439,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_BTSX,2017,,,,,,,75.1 [75.1-75.2],75.11122981,75.07496285,75.20600381,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3057239,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_FMLE,2017,,,,,,,84.5 [84.5-84.6],84.51350659,84.45725638,84.5697568,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3089687,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_FMLE,2016,,,,,,,84.9 [84.9-85.0],84.89377441,84.87751815,84.96637306,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3185418,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_BTSX,2017,,,,,,,81.5 [81.5-81.6],81.52798471,81.5142561,81.60120752,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3266673,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,78.5 [78.5-78.6],78.48319008,78.47028972,78.56548192,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3273570,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,79.1 [79.1-79.1],79.06419181,79.06370571,79.12778782,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3291970,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,78.7 [78.6-78.7],78.65364849,78.63089604,78.74442058,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3296467,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_BTSX,2017,,,,,,,80.8 [80.7-80.8],80.75116875,80.69166504,80.81067246,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3341319,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,80.7 [80.7-80.8],80.70631194,80.68971634,80.78585163,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3372412,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_FMLE,2021,,,,,,,83.7 [83.7-83.8],83.68795225,83.65628088,83.78456207,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
3420351,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_MLE,2016,,,,,,,73.7 [73.7-73.8],73.7286639,73.72550447,73.79372174,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3616138,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_FMLE,2021,,,,,,,82.6 [82.6-82.7],82.64706192,82.63239182,82.7248498,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
3639279,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_FMLE,2017,,,,,,,83.3 [83.3-83.4],83.33776312,83.32767116,83.41975039,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3691317,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_BTSX,2019,,,,,,,82.3 [82.3-82.4],82.33882776,82.32292354,82.41989807,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3721983,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,80.4 [80.4-80.5],80.44535889,80.43524629,80.52388229,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
